,materia_aprobada,nota_final_materia,periodo,integrador,primer_parcial,recuperatorio_primer_parcial,recuperatorio_segundo_parcial,segundo_parcial,evaluacion_diagnostica,api1,api1_score,api1_time_to_submit[days],api2,api2_score,api2_time_to_submit[days],api3,api3_score,api3_time_to_submit[days],api4,api4_score,api4_time_to_submit[days],ed3,ed3_score,ed3_time_to_submit[days],ed4,ed4_score,ed4_time_to_submit[days],otros_trabajos,otros_trabajos_score,tp1,tp1_score,tp1_time_to_submit[days],tp2,tp2_score,tp2_time_to_submit[days],tp3,tp3_score,tp3_time_to_submit[days],tp4,tp4_score,tp4_time_to_submit[days],basic_lti_launch_submits,discussion_topic_submits,external_tool_submits,media_recording_submits,online_quiz_submits,online_text_entry_submits,online_upload_submits
05d53230-1d1b-44ef-9aba-d41cdf7bcc13/5c748576-a1aa-4601-9530-6943bc3a4b9e,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,100.0,37.2,1,100.0,37.2,1,100.0,37.2,1,92.9,37.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,45.2,1,100.0,45.2,1,100.0,45.2,1,87.5,45.2,0,0,4,0,4,0,0
05d53230-1d1b-44ef-9aba-d41cdf7bcc13/e7890121-3498-43dd-b1d4-fac80e608a3f,1,8.0,1-2022,-1,9,-1,-1,7,-1,1,100.0,36.5,1,100.0,36.5,1,100.0,36.5,1,100.0,36.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,44.4,1,95.0,44.4,1,91.67,44.4,1,95.0,44.5,0,0,4,0,4,0,0
05d53230-1d1b-44ef-9aba-d41cdf7bcc13/fe9fd152-10fd-4a7b-aadf-66219fbae0f1,1,8.0,1-2022,-1,9,-1,7,-1,62,1,100.0,38.7,1,100.0,38.7,1,100.0,38.7,1,100.0,38.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,38.7,1,98.33,38.7,1,87.5,38.7,1,89.17,38.7,0,0,4,0,5,0,0
06f4afcc-8b55-4d91-9483-209707473130/3b4111d5-5d9d-43fc-8da8-c817ba2de736,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,41.7,1,100.0,66.0,1,100.0,87.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,95.0,130.2,4,55.83,130.2,4,87.5,130.2,4,75.83,130.3,0,0,3,0,16,0,0
06f4afcc-8b55-4d91-9483-209707473130/5005d82f-7a5d-4b7e-9977-9753e1d050be,1,8.0,1-2022,-1,-1,8,-1,8,-1,1,100.0,41.7,1,100.0,66.0,1,100.0,87.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,70.0,129.8,4,72.5,129.8,4,80.0,129.9,4,80.0,129.9,0,0,3,0,16,0,0
06f4afcc-8b55-4d91-9483-209707473130/891a481e-9cfb-4db9-be8b-e7684cf9ea6d,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,41.7,1,100.0,66.0,1,100.0,87.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,92.5,129.9,4,83.54,130.0,4,76.67,130.0,4,67.5,130.0,0,0,3,0,16,0,0
06f4afcc-8b55-4d91-9483-209707473130/e056dd03-6469-487b-8482-22bd71013e9e,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,100.0,41.7,1,100.0,66.0,1,100.0,87.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,80.1,1,80.0,129.0,1,72.5,129.0,1,88.75,129.0,0,0,3,0,4,0,0
06f4afcc-8b55-4d91-9483-209707473130/e06b8321-a5bd-4c54-b1c3-b7199800b363,1,8.0,1-2022,-1,6,8,-1,8,-1,1,100.0,41.7,1,100.0,66.0,1,91.3,87.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,95.0,130.2,4,75.0,130.1,4,62.5,130.1,4,81.67,130.2,0,0,3,0,16,0,0
070ea2b0-8af8-4cb6-b11d-538328dc2fe1/0d31a39c-3a06-43f3-be59-27c2b6bc2edb,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,75.0,26.0,0,0.0,0.0,1,91.68,94.0,1,100.0,121.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1,0.0,-1.0,1,100.0,81.3,-1,0.0,-1.0,0,0.0,0.0,0,0,3,0,0,0,1
070ea2b0-8af8-4cb6-b11d-538328dc2fe1/1cf1c0f6-1472-462b-9e08-7fad33b624a6,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,68.8,7.7,1,100.0,20.2,-1,0.0,-1.0,1,100.0,33.8,1,64.17,33.8,1,77.5,34.1,-1,0.0,1,100.0,33.8,1,70.0,33.9,1,95.0,0.0,1,85.0,0.0,0,0,3,0,6,0,0
070ea2b0-8af8-4cb6-b11d-538328dc2fe1/482eb42f-5a1d-49e4-b79b-cc95d4121b5d,1,6.0,1-2022,6,-1,-1,-1,-1,-1,1,100.0,7.7,1,100.0,20.2,0,0.0,0.0,1,84.6,33.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,100.0,21.2,-1,0.0,-1.0,-1,0.0,-1.0,0,0,3,0,0,0,1
070ea2b0-8af8-4cb6-b11d-538328dc2fe1/6f4ad485-4a27-4163-9412-9c173d3ed7ff,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,7.7,1,100.0,20.2,-1,0.0,-1.0,1,100.0,33.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1,0.0,-1.0,1,95.0,21.0,-1,0.0,-1.0,1,40.0,34.9,0,0,3,0,0,0,2
070ea2b0-8af8-4cb6-b11d-538328dc2fe1/79960eb1-975a-406a-9f1a-a123c14005d4,1,8.0,1-2022,-1,4,7,-1,8,-1,1,100.0,9.1,1,100.0,23.2,1,100.0,40.2,1,80.0,41.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,17.4,2,87.0,68.6,2,70.0,68.6,0,0.0,0.0,4,0,0,0,0,0,5
070ea2b0-8af8-4cb6-b11d-538328dc2fe1/bf8d7a98-903d-4dea-b4d2-275394aa0a06,1,9.0,1-2022,-1,-1,8,-1,9,-1,1,92.3,6.0,1,84.6,18.0,1,88.5,44.0,1,100.0,56.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,93.0,54.4,0,0,4,0,0,0,1
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/0034afe6-e996-4c26-b0b9-24dbb9535465,1,8.0,1-2022,-1,7,-1,-1,9,37,1,100.0,46.1,1,100.0,58.1,1,100.0,74.2,1,92.3,74.2,1,100.0,82.2,1,90.0,82.4,0,0.0,1,79.17,58.1,1,95.0,58.1,1,90.0,0.0,1,90.0,0.0,0,0,4,0,7,0,0
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,1,10.0,1-2022,-1,9,-1,-1,10,25,1,100.0,46.1,1,95.0,58.2,1,100.0,69.5,1,100.0,69.6,1,100.0,69.5,1,30.0,69.6,0,0.0,1,85.0,58.2,1,79.58,69.6,1,90.0,0.0,1,90.0,0.0,0,0,4,0,7,0,0
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/2b274b15-83bb-4629-941e-fdc573af4e0b,1,10.0,1-2022,-1,10,-1,-1,9,50,1,100.0,13.2,1,100.0,16.1,1,100.0,41.2,1,100.0,41.2,-1,0.0,-1.0,-1,0.0,-1.0,5,74.24,1,85.0,13.2,1,80.0,41.3,1,80.0,41.3,1,85.0,41.3,0,0,7,0,6,0,1
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/68005d22-90dc-42f6-b90a-409714481cbc,1,8.0,1-2022,-1,6,-1,-1,9,100,1,100.0,47.0,1,100.0,52.9,1,100.0,71.8,1,100.0,72.3,1,80.0,75.8,1,50.0,75.9,1,0.0,1,85.0,75.9,1,90.0,52.9,1,90.0,0.0,1,93.33,0.0,0,1,4,0,7,0,0
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/7a93bb16-0a9a-4a2a-96dc-ab4f5a3c8d57,1,8.0,1-2022,-1,8,-1,-1,8,50,1,90.0,46.1,1,100.0,60.4,1,85.0,69.6,1,60.0,74.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,76.5,1,70.0,76.5,1,90.0,76.6,1,75.0,76.6,0,0,4,0,5,0,0
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/c78af3b4-4574-4a82-8c41-45195ce43384,1,7.0,1-2022,-1,7,-1,-1,6,75,1,100.0,46.1,1,100.0,60.4,1,100.0,74.3,1,100.0,74.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,96.25,80.0,1,90.0,80.1,1,68.33,82.2,1,82.5,82.2,0,0,4,0,5,0,0
071bf0e1-6c2e-4cee-822c-cd4dcd7ddac6/f3632565-3ab8-4b7f-9ced-097ce82eb1c5,1,6.0,1-2022,-1,6,-1,-1,6,87,1,100.0,40.0,1,100.0,54.1,1,100.0,92.6,1,100.0,93.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,52.0,1,90.0,81.0,0,0.0,0.0,1,85.0,130.3,0,0,4,0,1,0,3
0760bfca-c724-46d1-bb60-c55c6d8a09f7/0034afe6-e996-4c26-b0b9-24dbb9535465,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,71.4,34.4,1,100.0,58.7,1,100.0,58.7,1,100.0,58.7,1,90.0,87.4,1,73.33,87.4,0,0.0,1,60.83,45.5,1,56.25,87.4,1,50.0,0.0,1,60.0,0.0,0,0,4,0,6,0,0
0760bfca-c724-46d1-bb60-c55c6d8a09f7/12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,1,7.0,1-2022,-1,4,6,-1,7,-1,1,0.0,45.6,1,100.0,58.7,1,100.0,58.7,1,100.0,58.7,1,95.0,85.6,1,80.0,85.7,0,0.0,1,67.5,45.5,1,72.92,85.6,1,72.5,0.0,1,70.0,0.0,0,0,4,0,6,0,0
0760bfca-c724-46d1-bb60-c55c6d8a09f7/c78af3b4-4574-4a82-8c41-45195ce43384,1,7.0,1-2022,7,3,-1,-1,-1,-1,1,25.0,46.3,1,100.0,52.3,1,100.0,58.7,1,100.0,58.7,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,58.75,45.6,1,72.5,87.5,1,60.0,87.5,1,67.5,87.5,0,0,4,0,4,0,0
0760e70a-7eec-4339-9c23-1915ff5b95e2/076bbf49-961d-4bd7-92e9-3fd0796be1f7,1,9.0,1-2022,-1,10,-1,-1,8,-1,1,100.0,38.4,1,88.9,49.5,1,87.5,61.3,1,100.0,71.4,1,48.67,61.3,1,39.17,71.4,0,0.0,1,90.0,38.4,1,78.75,49.6,1,100.0,0.0,1,75.83,0.0,0,0,4,0,6,0,0
0760e70a-7eec-4339-9c23-1915ff5b95e2/c78af3b4-4574-4a82-8c41-45195ce43384,1,9.0,1-2022,-1,8,-1,-1,9,75,1,90.0,42.5,1,100.0,56.5,1,100.0,71.3,1,90.0,88.5,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,87.5,42.6,1,79.17,59.5,1,90.0,87.3,1,85.0,87.4,0,0,4,0,5,0,0
0760e70a-7eec-4339-9c23-1915ff5b95e2/d17e238c-c4c6-40d7-8085-801268d6d723,1,9.0,1-2022,-1,10,-1,-1,8,12,1,100.0,46.2,1,95.7,59.4,1,96.2,64.9,1,100.0,85.9,1,40.0,64.9,1,100.0,85.9,-1,0.0,1,95.0,46.3,1,70.0,59.4,1,84.17,0.0,1,80.0,0.0,0,0,4,0,7,0,0
07984829-59c2-4369-9d92-cd8204c6339f/14b63ade-d73f-46a6-9039-d0de2c8ea6d9,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,44.2,1,100.0,50.3,1,100.0,65.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,46.6,1,87.5,48.4,1,70.0,69.6,1,80.0,69.6,0,0,3,0,4,0,0
07984829-59c2-4369-9d92-cd8204c6339f/1b33cddf-d5ef-4b30-b98d-1c2feee84543,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,45.2,1,100.0,55.4,-1,0.0,-1.0,1,100.0,77.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,55.0,1,86.67,55.4,1,73.33,77.0,1,91.67,77.3,7,0,0,0,0,0,0
07984829-59c2-4369-9d92-cd8204c6339f/20f4450a-1620-4aea-9b03-3dd802f93a1b,1,9.0,1-2022,-1,8,-1,-1,10,-1,1,100.0,40.4,1,100.0,40.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,40.6,1,85.0,40.6,1,90.0,62.6,1,76.67,63.0,0,0,2,0,4,0,0
07984829-59c2-4369-9d92-cd8204c6339f/41fc218f-a64e-4633-9efd-62ad28943f04,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,31.0,1,100.0,33.1,1,100.0,56.3,1,100.0,56.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,76.67,33.1,1,85.0,33.1,1,65.0,56.3,1,82.5,56.3,0,0,4,0,4,0,0
07984829-59c2-4369-9d92-cd8204c6339f/b551888c-bfbb-4ba2-b847-596d263ba6a9,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,44.0,1,75.0,44.0,1,100.0,70.7,1,100.0,71.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,73.33,44.0,1,75.83,44.0,1,77.5,70.7,1,73.75,71.6,8,0,0,0,0,0,0
07984829-59c2-4369-9d92-cd8204c6339f/c84f2c73-4aad-48fb-9469-5b2f13ca028b,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,46.4,1,100.0,56.7,1,100.0,63.2,1,100.0,64.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,50.6,1,95.0,50.6,1,100.0,64.2,1,100.0,64.6,0,0,4,0,4,0,0
081ca673-d852-4526-9909-e5e97e7512ef/06dd5f32-293c-442e-b602-08107eb61ea8,1,5.0,1-2022,5,6,-1,-1,4,-1,0,0.0,0.0,1,100.0,59.3,1,100.0,59.3,1,70.0,59.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,80.0,80.0,0,0,3,0,0,0,1
081ca673-d852-4526-9909-e5e97e7512ef/1ed12853-195b-480e-bf30-4763963317d4,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,91.65,25.3,1,100.0,31.2,1,100.0,31.2,1,81.8,45.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,53.0,26.2,0,0.0,0.0,0,0.0,0.0,1,65.0,54.3,0,0,4,0,0,0,2
081ca673-d852-4526-9909-e5e97e7512ef/5c38c0fe-2c0d-479e-9532-4dd476944c10,1,6.0,1-2022,-1,6,-1,-1,5,-1,0,0.0,0.0,1,100.0,58.0,1,100.0,58.0,1,71.4,58.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,50.0,81.3,0,0,3,0,0,0,1
081ca673-d852-4526-9909-e5e97e7512ef/d9cc0ef0-3282-4c10-b2c7-bc231a26ca6a,1,8.0,1-2022,-1,6,-1,-1,9,-1,1,100.0,25.3,1,100.0,31.2,1,87.5,45.5,1,86.7,45.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,26.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,1
081ca673-d852-4526-9909-e5e97e7512ef/ed25cbf1-53e4-4dc7-90b4-c760d976c3ff,1,9.0,1-2022,-1,8,-1,-1,9,-1,1,100.0,45.3,1,100.0,51.1,1,100.0,94.2,1,100.0,114.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,53.3,0,0.0,0.0,0,0.0,0.0,1,60.0,128.2,0,0,4,0,0,0,2
081ca673-d852-4526-9909-e5e97e7512ef/fa72c29b-bbfb-4953-b023-5321f95ae41b,1,8.0,1-2022,-1,8,-1,-1,7,-1,0,0.0,0.0,1,87.5,60.0,1,91.3,60.0,1,100.0,60.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,100.0,83.1,0,0,3,0,0,0,1
0820787b-45d1-497e-adbb-5da316c1edab/33714869-1aca-4a6d-aee8-5a0cd529a2cc,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,100.0,45.0,1,83.3,52.1,0,0.0,0.0,1,90.0,80.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,81.1,1,85.0,81.1,1,85.0,81.1,0,0.0,0.0,0,0,3,0,3,0,0
0820787b-45d1-497e-adbb-5da316c1edab/36507f58-9271-43bb-94d1-c7fd32c94999,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,45.0,1,100.0,52.1,0,0.0,0.0,1,100.0,80.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,97.5,81.1,1,85.0,81.1,1,88.33,81.1,0,0.0,0.0,0,0,3,0,3,0,0
0820787b-45d1-497e-adbb-5da316c1edab/6b770d76-1cdf-424d-a03c-f3bc9a89ff44,1,10.0,1-2022,-1,3,10,-1,9,-1,1,100.0,45.0,1,100.0,52.1,0,0.0,0.0,1,100.0,80.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,72.5,81.1,1,80.0,81.1,1,81.25,81.1,0,0.0,0.0,0,0,3,0,3,0,0
0820787b-45d1-497e-adbb-5da316c1edab/d5ac2ea4-aa24-4963-b3e1-bed18df4149d,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,46.4,1,100.0,59.4,1,100.0,70.4,1,100.0,85.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,87.5,1,100.0,88.6,1,100.0,88.6,1,100.0,88.6,0,0,4,0,4,0,0
09489c7c-85de-4095-a9d6-8c1d236fa722/95d2f1cb-05bf-4915-934a-090799f791bd,0,4.0,1-2022,-1,-1,8,-1,7,-1,1,100.0,25.4,1,100.0,27.8,1,100.0,46.4,1,100.0,39.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,0
09489c7c-85de-4095-a9d6-8c1d236fa722/d17e238c-c4c6-40d7-8085-801268d6d723,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,46.5,1,100.0,49.9,1,100.0,67.4,1,100.0,74.4,1,80.0,74.4,1,40.0,74.4,-1,0.0,1,57.5,74.4,1,80.0,74.5,0,0.0,0.0,1,80.0,0.0,0,0,4,0,5,0,0
096c0949-92a0-453f-bddb-39b9b8a4abb5/06dd5f32-293c-442e-b602-08107eb61ea8,1,7.0,1-2022,-1,8,-1,-1,-1,-1,1,75.0,34.0,1,100.0,60.4,1,0.0,60.4,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,0,0.0,0.0,1,40.0,68.3,1,100.0,68.3,0,0.0,0.0,0,0,3,0,0,0,2
096c0949-92a0-453f-bddb-39b9b8a4abb5/09614210-fce2-48bc-93e3-bc4bd441fe00,1,8.0,1-2022,-1,9,-1,-1,-1,-1,1,84.6,44.1,0,0.0,0.0,1,73.3,85.2,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,40.0,53.1,1,40.0,81.3,0,0.0,0.0,0,0.0,0.0,0,0,2,0,0,0,2
096c0949-92a0-453f-bddb-39b9b8a4abb5/d9cc0ef0-3282-4c10-b2c7-bc231a26ca6a,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,7.2,1,70.6,19.9,1,100.0,42.9,1,73.3,55.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,35.0,23.3,0,0.0,0.0,0,0.0,0.0,1,100.0,54.4,0,0,4,0,0,0,2
0974b552-70b6-4315-b7e1-345daae974e6/06dd5f32-293c-442e-b602-08107eb61ea8,1,5.0,1-2022,-1,5,-1,-1,5,-1,1,83.35,41.1,1,100.0,41.1,1,100.0,56.2,1,100.0,56.2,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,70.0,43.4,0,0.0,0.0,0,0.0,0.0,1,50.0,79.6,0,0,4,0,0,0,2
0974b552-70b6-4315-b7e1-345daae974e6/09614210-fce2-48bc-93e3-bc4bd441fe00,1,5.0,1-2022,-1,4,6,-1,7,-1,1,100.0,27.2,1,100.0,39.0,1,100.0,39.0,1,100.0,39.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,40.0,81.1,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,1
0974b552-70b6-4315-b7e1-345daae974e6/7accaa21-b42f-443b-915c-6c2d5ee6d95c,1,6.0,1-2022,-1,9,-1,-1,6,-1,1,100.0,27.2,1,100.0,39.0,1,100.0,39.0,1,100.0,39.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,70.0,81.3,0,0.0,0.0,1,30.0,130.0,0,0,4,0,0,0,2
0974b552-70b6-4315-b7e1-345daae974e6/d9cc0ef0-3282-4c10-b2c7-bc231a26ca6a,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,7.2,1,100.0,19.1,1,87.5,19.1,1,86.7,19.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,19.2,0,0.0,0.0,0,0.0,0.0,1,100.0,53.9,0,0,4,0,0,0,2
0974b552-70b6-4315-b7e1-345daae974e6/dbc3d0fb-7070-4a93-96b3-a380d8d7da57,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,27.1,1,100.0,39.0,1,100.0,39.0,1,100.0,39.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,48.8,1,90.0,80.0,0,0.0,0.0,1,80.0,126.3,0,0,4,0,0,0,3
09cc7eaa-67bd-4c87-b849-15f869974652/61819379-999e-4447-8a98-ccf8a7828a38,1,5.0,1-2022,-1,5,-1,-1,5,-1,1,30.0,34.3,1,100.0,48.5,1,92.0,34.5,1,80.0,34.5,-1,0.0,-1.0,-1,0.0,-1.0,3,100.0,1,87.5,48.5,1,75.83,60.4,1,78.33,88.5,1,49.17,88.6,0,0,4,0,5,0,2
09cc7eaa-67bd-4c87-b849-15f869974652/ac0e193f-48c6-429a-979a-1e4d7bf9565b,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,41.2,34.3,1,100.0,35.9,1,100.0,63.5,1,0.0,85.4,-1,0.0,-1.0,-1,0.0,-1.0,2,100.0,1,91.67,48.6,1,79.58,60.2,1,74.17,86.3,1,77.5,86.3,0,0,4,0,5,0,1
09e5f9e0-b3ca-49f7-8439-ac77e918e759/55391f43-8af8-42c0-a691-50db4682e112,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,33.1,1,100.0,33.1,1,100.0,33.1,1,100.0,33.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,1,100.0,82.5,0,0,4,0,0,0,1
09e5f9e0-b3ca-49f7-8439-ac77e918e759/7c67e2c5-f5f5-444d-9dae-b9cec098d187,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,76.9,28.1,1,100.0,36.9,1,100.0,36.9,1,100.0,36.9,-1,0.0,-1.0,-1,0.0,-1.0,6,91.67,0,0.0,0.0,1,50.0,81.3,1,95.0,101.8,2,60.0,130.2,0,0,4,0,3,0,7
09e5f9e0-b3ca-49f7-8439-ac77e918e759/c88231fb-ef1f-45f7-b7ee-0ea80661e394,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,75.0,8.1,1,100.0,16.9,1,100.0,16.9,1,100.0,16.9,-1,0.0,-1.0,-1,0.0,-1.0,4,87.5,1,70.0,26.1,1,100.0,32.3,-1,0.0,-1.0,1,90.0,50.8,0,0,4,0,2,0,5
0b3e6d7f-a680-444a-91a1-065bb0046622/16561e5d-f4e5-42fd-8ef7-966045cbc6e3,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,33.9,1,100.0,33.9,1,100.0,33.9,1,100.0,33.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,34.2,1,95.0,34.2,1,75.0,35.9,1,70.0,43.1,0,0,4,0,4,0,0
0b3e6d7f-a680-444a-91a1-065bb0046622/6311e82b-38bd-4c75-ada7-073d8880d795,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,34.1,1,100.0,34.1,1,100.0,34.1,1,100.0,34.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,35.1,1,90.0,35.2,1,80.0,35.2,1,95.0,35.2,0,0,4,0,4,0,0
0b3e6d7f-a680-444a-91a1-065bb0046622/78ee17cc-78b9-4520-bda3-02ca337cfa3a,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,3.1,1,88.2,24.1,1,100.0,24.2,1,81.8,24.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,24.2,1,95.0,24.2,1,80.0,26.2,1,85.0,26.2,0,0,4,0,4,0,0
0b3e6d7f-a680-444a-91a1-065bb0046622/a41d3e0d-f029-4aad-aa0b-1aa89a8994a2,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,33.2,1,100.0,33.2,1,86.35,33.2,1,75.0,33.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,33.5,1,73.33,34.3,1,70.0,35.1,1,73.33,42.4,2,0,4,0,2,0,0
0b3e6d7f-a680-444a-91a1-065bb0046622/fbc3e906-715e-49df-8d3c-91b1e226095f,1,8.0,1-2022,-1,7,-1,-1,9,-1,-1,0.0,-1.0,1,84.6,24.3,1,91.7,24.3,1,72.2,24.3,-1,0.0,-1.0,-1,0.0,-1.0,1,100.0,1,70.0,25.4,1,80.0,25.4,1,70.0,27.0,1,95.0,27.1,4,0,4,0,0,0,0
0bddfa2f-aa08-42d6-90ce-54703791927c/06dd5f32-293c-442e-b602-08107eb61ea8,1,9.0,1-2022,-1,9,-1,-1,9,-1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,65.0,53.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1
0bddfa2f-aa08-42d6-90ce-54703791927c/69be47e6-d043-4148-8ca0-032d804dc2fa,1,8.0,1-2022,-1,3,9,-1,8,50,1,76.9,40.3,1,100.0,40.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-1,0.0,1,55.0,40.3,1,60.0,42.5,0,0.0,0.0,0,0.0,0.0,0,0,2,0,3,0,0
0bddfa2f-aa08-42d6-90ce-54703791927c/82c1edc0-97a9-460e-a0f6-57bae9f3b9f6,1,8.0,1-2022,-1,7,-1,-1,8,50,1,83.3,35.0,0,0.0,0.0,1,100.0,62.7,1,78.6,62.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,51.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3,0,1,0,1
